point_key,point_label,operator_key,tso_eic_code,operator_label,direction_key,valid_from,valid_to,has_data,is_virtualized_commercially,virtualized_commercially_since,is_virtualized_operationally,virtualized_operationally_since,is_pipe_in_pipe,related_operators,related_points,pipe_in_pipe_with_tso_key,pipe_in_pipe_with_tso_label,is_double_reporting,double_reporting_with_tso_key,double_reporting_with_tso_label,tso_item_identifier,tp_tso_item_label,tp_tso_valid_from,tp_tso_valid_to,tp_tso_remarks,tp_tso_conversion_factor,tp_rmk_grid_conversion_factor_capacity_default,tp_tso_gcv_min,tp_tso_gcv_max,tp_tso_gcv_remarks,tp_tso_gcv_unit,tp_tso_entry_exit_type,multi_annual_contracts_is_available,multi_annual_contracts_remarks,annual_contracts_is_available,annual_contracts_remarks,half_annual_contracts_is_available,half_annual_contracts_remarks,quarterly_contracts_is_available,quarterly_contracts_remarks,monthly_contracts_is_available,monthly_contracts_remarks,daily_contracts_is_available,daily_contracts_remarks,day_ahead_contracts_is_available,day_ahead_contracts_remarks,available_contracts_remarks,sentence_cmp_unsuccessful,sentence_cmp_unavailable,sentence_cmp_auction,sentence_cmp_made_available,last_update_date_time,is_invalid,is_cam_relevant,is_cmp_relevant,booking_platform_key,booking_platform_label,booking_platform_url,virtual_reverse_flow,virtual_reverse_flow_remark,t_so_country,t_so_balancing_zone,cross_border_point_type,e_u_relationship,connected_operators,adjacent_tso_eic,adjacent_operator_key,adjacent_country,point_type,id_point_type,adjacent_zones,id,data_set,region,adjacent_region,url
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,OGE,21X-DE-C-A0A0A-T,DE-TSO-0009,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045entryDE-TSO-0009,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,bayernets,21X-DE-A-A0A0A-A,DE-TSO-0010,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045entryDE-TSO-0010,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,TNBW,21X000000001163D,DE-TSO-0014,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045entryDE-TSO-0014,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,OPAL,21X0000000011845,DE-TSO-0016,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045entryDE-TSO-0016,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,NEL,21X000000001143J,DE-TSO-0017,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045entryDE-TSO-0017,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,GASCADE,21X-DE-H-A0A0A-L,DE-TSO-0001,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0001,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,Thyssengas,21X-DE-G-A0A0A-U,DE-TSO-0002,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0002,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,ONTRAS Gastransport GmbH,21X-DE-F-A0A0A-2,DE-TSO-0003,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0003,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,GRTD,21X000000001008P,DE-TSO-0004,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0004,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,GUD,21X-DE-D-A0A0A-K,DE-TSO-0005,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0005,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,GTG,21X000000001132O,DE-TSO-0006,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0006,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,Fluxys TENP GmbH,21X000000001133M,DE-TSO-0007,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0007,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,Nowega,21X000000001049B,DE-TSO-0008,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0008,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,OGE,21X-DE-C-A0A0A-T,DE-TSO-0009,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0009,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,bayernets,21X-DE-A-A0A0A-A,DE-TSO-0010,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0010,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,TNBW,21X000000001163D,DE-TSO-0014,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0014,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,OPAL,21X0000000011845,DE-TSO-0016,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0016,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00045,THE VTP (DE),DE-TSO-0018,21X0000000012388,Fluxys Deutschland,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DE,DE THE BZ,In-country EU,within EU,NEL,21X000000001143J,DE-TSO-0017,DE,Trading Point,9,DE THE BZ,5DE-TSO-0018VTP-00045exitDE-TSO-0017,5,Western Europe,Western Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00451,Brandov / LBTG (exempted transmission),DE-TSO-0020,21X000000001309B,LBTG,exit,,,True,False,,False,,True,LBTG - OPAL,Brandov-OPAL (DE),DE-TSO-0016/ITP-00453,OPAL GastransportBrandov / OPAL (exempted transmission),False,,,21Z000000000242V,Brandov (Transit),2011-11-01,2099-12-31,The physical flow is the sum of LBTG and OGT and can be viewed at the correspondent point of OGT.,1.000000,,,,,,,True,,True,,False,,True,,True,,True,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,DE,DE THE BZ,Cross-Border EU|EU,within EU,N4G,21X000000001304L,CZ-TSO-0001,CZ,Cross-Border Transmission IP within EU,0,Czech,5DE-TSO-0020ITP-00451exitCZ-TSO-0001,5,Western Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00006,Lille Torup,DK-SSO-0001,                ,Gas Storage Denmark,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00006entryDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00006,Lille Torup,DK-SSO-0001,                ,Gas Storage Denmark,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00006exitDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00214,Stenlille,DK-SSO-0001,                ,Gas Storage Denmark,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00214entryDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00214,Stenlille,DK-SSO-0001,                ,Gas Storage Denmark,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00214exitDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00443,Virtual Point Gas Storage Denmark,DK-SSO-0001,                ,Gas Storage Denmark,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00443entryDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00443,Virtual Point Gas Storage Denmark,DK-SSO-0001,                ,Gas Storage Denmark,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Storage point,6,Joint Bal Zone DK/SE,5DK-SSO-0001UGS-00443exitDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00097,Nybro,DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,True,False,,False,,False,,,,,,,,21Z0000000000252,Nybro,2000-01-01,2099-12-31,Connection to upstream production in the North Sea,1.000000,,12.150000,,,kWh/Nm³,,True,,True,,False,,True,,True,Flexible selection of starting and ending date,True,,True,,,Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.,Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.,Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.,Currently no capacity has been made available on this point through the application of the congestion-management procedures.,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,DONG,                ,DK-TSO-0002,DK,Transmission Point,5,Joint Bal Zone DK/SE,5DK-TSO-0001ITP-00097entryDK-TSO-0002,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00006,Lille Torup,DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,False,False,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00006entryDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00006,Lille Torup,DK-TSO-0001,10X1001A1001A248,Energinet,exit,,,False,False,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00006exitDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00214,Stenlille,DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,False,False,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00214entryDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00214,Stenlille,DK-TSO-0001,10X1001A1001A248,Energinet,exit,,,False,False,,False,,False,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00214exitDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00443,Virtual Point Gas Storage Denmark,DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00443entryDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
UGS-00443,Virtual Point Gas Storage Denmark,DK-TSO-0001,10X1001A1001A248,Energinet,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Gas Storage Denmark,                ,DK-SSO-0001,DK,Storage point,6,,5DK-TSO-0001UGS-00443exitDK-SSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00001,GTF (Bilateral Trading Point),DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,,,,DK,Trading Point,9,Joint Bal Zone DK/SE,5DK-TSO-0001VTP-00001entry,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00001,GTF (Bilateral Trading Point),DK-TSO-0001,10X1001A1001A248,Energinet,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,,,,DK,Trading Point,9,Joint Bal Zone DK/SE,5DK-TSO-0001VTP-00001exit,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00004,NPTF,DK-TSO-0001,10X1001A1001A248,Energinet,entry,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,,,,DK,Trading Point,9,Joint Bal Zone DK/SE,5DK-TSO-0001VTP-00004entry,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
VTP-00004,NPTF,DK-TSO-0001,10X1001A1001A248,Energinet,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,,,,DK,Trading Point,9,Joint Bal Zone DK/SE,5DK-TSO-0001VTP-00004exit,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00097,Nybro,DK-TSO-0002,                ,DONG,exit,,,False,False,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-22T06:07:18+02:00,False,,,,,,No,,DK,Joint Bal Zone DK/SE,In-country EU,within EU,Energinet,10X1001A1001A248,DK-TSO-0001,DK,Transmission Point,5,Joint Bal Zone DK/SE,5DK-TSO-0002ITP-00097exitDK-TSO-0001,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
FNC-00037,Estonia Final Consumers Point,EE-TSO-0001,10X1001A1001A39W,Elering,exit,,,True,False,,False,,False,,,,,,,,38ZEEG-0007105-O,Estonia Distribution Point,2015-10-28,,Virtual aggregated Estonia Balanzing Zone,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,False,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,Joint Bal Zone EE/LV,In-country EU,within EU,,,,EE,Aggregated Point - Final Consumers,18,,5EE-TSO-0001FNC-00037exit,5,Northern Europe,Northern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00187,Värska,EE-TSO-0001,10X1001A1001A39W,Elering,entry,,,True,False,,False,,False,,,,,,,,38ZEEG-0007102-X,Värska,2015-10-28,2099-12-31,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,True,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,Joint Bal Zone EE/LV,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00187entryRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00187,Värska,EE-TSO-0001,10X1001A1001A39W,Elering,exit,,,True,False,,False,,False,,,,,,,,38ZEEG-0007102-X,Värska,2015-10-28,2099-12-31,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,True,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,Joint Bal Zone EE/LV,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00187exitRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00243,Narva,EE-TSO-0001,10X1001A1001A39W,Elering,entry,,,True,False,,False,,False,,,,,,,,38ZEEG-0007103-U,Narva,2015-10-28,,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,True,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,Joint Bal Zone EE/LV,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00243entryRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00243,Narva,EE-TSO-0001,10X1001A1001A39W,Elering,exit,,,True,False,,False,,False,,,,,,,,38ZEEG-0007103-U,Narva,2015-10-28,,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,True,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,Joint Bal Zone EE/LV,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00243exitRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00493,Luhamaa,EE-TSO-0001,10X1001A1001A39W,Elering,entry,,,True,False,,False,,False,,,,,,,,38ZEEG-0007107-I,Luhamaa,2015-12-01,,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,False,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00493entryRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
ITP-00493,Luhamaa,EE-TSO-0001,10X1001A1001A39W,Elering,exit,,,True,False,,False,,False,,,,,,,,38ZEEG-0007107-I,Luhamaa,2015-12-01,,,1.000000,,,,"Temp= 0´ C and P= 101,325 kPa",kWh/m³,,False,,True,,False,,True,,True,,False,,True,,,,,,,2024-07-22T06:07:18+02:00,False,False,False,,,,No,,EE,,Cross-Border EU|Non-EU,between EU and Non-EU,Gazprom,                ,RU-TSO-0001,RU,Cross-Border Transmission IP between EU and Non-EU (import),1,,5EE-TSO-0001ITP-00493exitRU-TSO-0001,5,Northern Europe,Eastern Europe,https://transparency.entsog.eu/api/v1/operatorpointdirections?limit=-1&timeZone=UCT
